595.0,593.4314,591.86334,590.2963,588.73065,587.16656,585.6043,584.044,582.48566,580.9292,579.3746,577.8216,576.2701,574.7198,573.1706,571.6224,570.0749,568.5282,566.98206,565.4364,563.8913,562.34656,560.8022,559.2582,557.7145,556.1711,554.6279,553.085,551.5424,550.0
595.0,593.43097,591.8626,590.2952,588.72925,587.1649,585.60254,584.04224,582.48395,580.9277,579.37317,577.8204,576.269,574.7189,573.16986,571.62177,570.07446,568.5278,566.98175,565.43616,563.89105,562.3464,560.80206,559.25806,557.71436,556.171,554.62787,553.085,551.5424,550.0
595.0,593.4302,591.861,590.2929,588.7264,587.1616,585.599,584.03864,582.48047,580.92444,579.37036,577.8179,576.2669,574.71716,573.16846,571.6206,570.0735,568.52704,566.98114,565.43567,563.8907,562.34607,560.8018,559.2579,557.71423,556.1709,554.6278,553.08496,551.54236,550.0
595.0,593.4289,591.8585,590.28937,588.72186,587.15643,585.59344,584.033,582.4751,580.91956,579.366,577.8142,576.2638,574.7146,573.1664,571.6189,570.07214,568.52594,566.9802,565.435,563.89014,562.34564,560.80145,559.2576,557.71405,556.1707,554.6277,553.0849,551.54236,550.0
595.0,593.4272,591.8551,590.28436,588.71545,587.14905,585.5855,584.0251,582.46765,580.91284,579.36017,577.8093,576.25977,574.7113,573.1637,571.61676,570.07043,568.5246,566.9792,565.43414,563.88947,562.3451,560.801,559.25726,557.71375,556.17053,554.62756,553.0848,551.5423,550.0
595.0,593.4249,591.8506,590.27765,588.70685,587.139,585.5747,584.0144,582.45776,580.9042,579.35284,577.8032,576.2549,574.70734,573.1605,571.61426,570.0684,568.523,566.9779,565.4331,563.8886,562.3444,560.80054,559.25684,557.71344,556.1703,554.6274,553.08466,551.54224,550.0
595.0,593.42206,591.84485,590.26904,588.69556,587.1255,585.5602,584.00024,582.44507,580.8934,579.34406,577.7962,576.24927,574.70294,573.1571,571.6116,570.0663,568.5213,566.97656,565.432,563.88776,562.34375,560.7999,559.2564,557.7131,556.17004,554.6272,553.0846,551.5422,550.0
595.0,593.4187,591.838,590.2584,588.68097,587.10754,585.5405,583.9816,582.4291,580.8805,579.3339,577.7884,576.2433,574.69836,573.1535,571.60876,570.0641,568.51953,566.97516,565.4309,563.88684,562.343,560.7994,559.256,557.71277,556.16974,554.627,553.0844,551.5421,550.0
595.0,593.41504,591.83026,590.2458,588.6626,587.0833,585.5129,583.9568,582.4094,580.8657,579.3231,577.7804,576.23737,574.69385,573.1501,571.6061,570.062,568.5179,566.9738,565.4298,563.886,562.3423,560.7988,559.2555,557.7124,556.1695,554.6268,553.0843,551.54205,550.0
595.0,593.41144,591.8223,590.23206,588.6406,587.05054,585.4712,583.9234,582.3862,580.85016,579.3125,577.773,576.232,574.6899,573.14703,571.6037,570.0601,568.51636,566.9726,565.42883,563.8852,562.3416,560.7983,559.25507,557.71204,556.1692,554.6266,553.08417,551.542,550.0
