5.000000000000000000e+01,4.967474746704101562e+01,4.934643173217773438e+01,4.901507568359375000e+01,4.868071365356445312e+01,4.834337615966796875e+01,4.800308990478515625e+01,4.765988922119140625e+01,4.731379699707031250e+01,4.696483993530273438e+01,4.661304473876953125e+01,4.625843048095703125e+01,4.590100860595703125e+01,4.554079818725585938e+01,4.517780303955078125e+01,4.481201934814453125e+01,4.444344711303710938e+01,4.407206726074218750e+01,4.369786071777343750e+01,4.332079696655273438e+01,4.294083786010742188e+01,4.255792617797851562e+01,4.217200088500976562e+01,4.178299713134765625e+01,4.139081954956054688e+01,4.099537277221679688e+01,4.059654617309570312e+01,4.019421386718750000e+01,3.978824234008789062e+01,3.937846755981445312e+01,3.896472930908203125e+01,3.854684448242187500e+01,3.812461090087890625e+01,3.769781494140625000e+01,3.726622772216796875e+01,3.682959747314453125e+01,3.638766860961914062e+01,3.594015121459960938e+01,3.548674392700195312e+01,3.502712631225585938e+01,3.456095123291015625e+01,3.408785629272460938e+01,3.360744476318359375e+01,3.311930084228515625e+01,3.262296676635742188e+01,3.211795806884765625e+01,3.160375213623046875e+01,3.107978057861328125e+01,3.054542160034179688e+01,3.000000000000000000e+01
5.000000000000000000e+01,4.967474746704101562e+01,4.934642791748046875e+01,4.901506805419921875e+01,4.868070602416992188e+01,4.834336471557617188e+01,4.800307464599609375e+01,4.765987014770507812e+01,4.731377792358398438e+01,4.696482086181640625e+01,4.661302185058593750e+01,4.625840377807617188e+01,4.590097808837890625e+01,4.554076385498046875e+01,4.517776489257812500e+01,4.481198120117187500e+01,4.444340133666992188e+01,4.407202148437500000e+01,4.369781494140625000e+01,4.332074737548828125e+01,4.294078445434570312e+01,4.255786895751953125e+01,4.217194747924804688e+01,4.178293991088867188e+01,4.139076232910156250e+01,4.099531555175781250e+01,4.059648895263671875e+01,4.019415664672851562e+01,3.978818130493164062e+01,3.937841033935546875e+01,3.896467590332031250e+01,3.854679107666015625e+01,3.812455749511718750e+01,3.769776535034179688e+01,3.726617813110351562e+01,3.682955169677734375e+01,3.638762283325195312e+01,3.594010925292968750e+01,3.548670578002929688e+01,3.502708816528320312e+01,3.456092071533203125e+01,3.408782577514648438e+01,3.360741806030273438e+01,3.311927795410156250e+01,3.262294769287109375e+01,3.211794281005859375e+01,3.160374069213867188e+01,3.107977104187011719e+01,3.054541778564453125e+01,3.000000000000000000e+01
5.000000000000000000e+01,4.967474365234375000e+01,4.934642028808593750e+01,4.901505661010742188e+01,4.868068695068359375e+01,4.834334182739257812e+01,4.800305175781250000e+01,4.765983963012695312e+01,4.731373977661132812e+01,4.696477890014648438e+01,4.661297225952148438e+01,4.625835037231445312e+01,4.590092086791992188e+01,4.554069900512695312e+01,4.517769622802734375e+01,4.481190490722656250e+01,4.444332122802734375e+01,4.407193374633789062e+01,4.369772338867187500e+01,4.332065200805664062e+01,4.294068527221679688e+01,4.255776596069335938e+01,4.217184066772460938e+01,4.178282928466796875e+01,4.139065170288085938e+01,4.099520111083984375e+01,4.059637451171875000e+01,4.019404602050781250e+01,3.978807449340820312e+01,3.937830352783203125e+01,3.896456909179687500e+01,3.854668426513671875e+01,3.812445831298828125e+01,3.769766616821289062e+01,3.726608657836914062e+01,3.682946395874023438e+01,3.638754272460937500e+01,3.594002914428710938e+01,3.548663330078125000e+01,3.502702331542968750e+01,3.456085586547851562e+01,3.408777236938476562e+01,3.360736846923828125e+01,3.311923217773437500e+01,3.262290954589843750e+01,3.211791229248046875e+01,3.160371780395507812e+01,3.107975578308105469e+01,3.054540824890136719e+01,3.000000000000000000e+01
5.000000000000000000e+01,4.967473602294921875e+01,4.934640884399414062e+01,4.901504135131835938e+01,4.868066406250000000e+01,4.834331512451171875e+01,4.800301361083984375e+01,4.765979766845703125e+01,4.731369018554687500e+01,4.696472167968750000e+01,4.661290740966796875e+01,4.625827789306640625e+01,4.590084075927734375e+01,4.554061126708984375e+01,4.517759704589843750e+01,4.481179809570312500e+01,4.444321060180664062e+01,4.407181549072265625e+01,4.369759368896484375e+01,4.332051849365234375e+01,4.294054412841796875e+01,4.255762100219726562e+01,4.217169189453125000e+01,4.178267669677734375e+01,4.139049530029296875e+01,4.099504852294921875e+01,4.059622192382812500e+01,4.019388961791992188e+01,3.978791809082031250e+01,3.937815093994140625e+01,3.896442031860351562e+01,3.854654312133789062e+01,3.812431716918945312e+01,3.769753265380859375e+01,3.726595687866210938e+01,3.682934188842773438e+01,3.638742446899414062e+01,3.593992233276367188e+01,3.548653030395507812e+01,3.502692794799804688e+01,3.456077194213867188e+01,3.408769226074218750e+01,3.360729980468750000e+01,3.311917114257812500e+01,3.262285995483398438e+01,3.211787033081054688e+01,3.160368537902832031e+01,3.107973480224609375e+01,3.054539871215820312e+01,3.000000000000000000e+01
5.000000000000000000e+01,4.967473220825195312e+01,4.934639358520507812e+01,4.901502227783203125e+01,4.868064117431640625e+01,4.834328079223632812e+01,4.800297546386718750e+01,4.765974807739257812e+01,4.731363296508789062e+01,4.696465301513671875e+01,4.661283493041992188e+01,4.625819015502929688e+01,4.590074539184570312e+01,4.554050827026367188e+01,4.517748260498046875e+01,4.481167602539062500e+01,4.444307708740234375e+01,4.407167434692382812e+01,4.369744491577148438e+01,4.332035827636718750e+01,4.294038009643554688e+01,4.255744934082031250e+01,4.217151641845703125e+01,4.178249740600585938e+01,4.139031219482421875e+01,4.099486160278320312e+01,4.059603500366210938e+01,4.019370651245117188e+01,3.978773498535156250e+01,3.937797164916992188e+01,3.896424484252929688e+01,3.854637145996093750e+01,3.812414932250976562e+01,3.769737243652343750e+01,3.726580429077148438e+01,3.682919692993164062e+01,3.638729095458984375e+01,3.593979644775390625e+01,3.548641204833984375e+01,3.502681732177734375e+01,3.456067276000976562e+01,3.408760452270507812e+01,3.360721969604492188e+01,3.311910247802734375e+01,3.262279891967773438e+01,3.211782073974609375e+01,3.160364913940429688e+01,3.107971000671386719e+01,3.054538536071777344e+01,3.000000000000000000e+01
5.000000000000000000e+01,4.967472457885742188e+01,4.934638214111328125e+01,4.901500320434570312e+01,4.868061447143554688e+01,4.834324645996093750e+01,4.800293350219726562e+01,4.765969848632812500e+01,4.731357574462890625e+01,4.696458816528320312e+01,4.661275482177734375e+01,4.625810623168945312e+01,4.590065002441406250e+01,4.554039764404296875e+01,4.517736434936523438e+01,4.481154632568359375e+01,4.444293594360351562e+01,4.407152175903320312e+01,4.369728469848632812e+01,4.332019042968750000e+01,4.294020462036132812e+01,4.255727005004882812e+01,4.217132568359375000e+01,4.178230285644531250e+01,4.139011764526367188e+01,4.099466323852539062e+01,4.059583663940429688e+01,4.019350814819335938e+01,3.978754043579101562e+01,3.937778091430664062e+01,3.896405792236328125e+01,3.854618835449218750e+01,3.812397766113281250e+01,3.769720458984375000e+01,3.726564407348632812e+01,3.682904815673828125e+01,3.638714599609375000e+01,3.593966293334960938e+01,3.548628997802734375e+01,3.502670669555664062e+01,3.456056594848632812e+01,3.408750915527343750e+01,3.360713577270507812e+01,3.311902999877929688e+01,3.262273788452148438e+01,3.211777114868164062e+01,3.160361099243164062e+01,3.107968330383300781e+01,3.054537200927734375e+01,3.000000000000000000e+01
5.000000000000000000e+01,4.967472076416015625e+01,4.934637451171875000e+01,4.901498794555664062e+01,4.868059158325195312e+01,4.834321975708007812e+01,4.800289916992187500e+01,4.765966033935546875e+01,4.731352615356445312e+01,4.696453094482421875e+01,4.661268997192382812e+01,4.625802993774414062e+01,4.590056228637695312e+01,4.554030227661132812e+01,4.517725753784179688e+01,4.481142807006835938e+01,4.444280624389648438e+01,4.407138442993164062e+01,4.369713592529296875e+01,4.332003402709960938e+01,4.294003677368164062e+01,4.255709457397460938e+01,4.217115020751953125e+01,4.178211975097656250e+01,4.138993072509765625e+01,4.099447631835937500e+01,4.059564971923828125e+01,4.019332122802734375e+01,3.978735733032226562e+01,3.937759780883789062e+01,3.896387863159179688e+01,3.854601669311523438e+01,3.812381362915039062e+01,3.769704818725585938e+01,3.726549530029296875e+01,3.682890701293945312e+01,3.638701629638671875e+01,3.593953704833984375e+01,3.548617553710937500e+01,3.502659988403320312e+01,3.456047439575195312e+01,3.408742523193359375e+01,3.360706329345703125e+01,3.311896514892578125e+01,3.262268066406250000e+01,3.211772537231445312e+01,3.160357475280761719e+01,3.107966041564941406e+01,3.054535865783691406e+01,3.000000000000000000e+01
5.000000000000000000e+01,4.967471694946289062e+01,4.934636688232421875e+01,4.901498031616210938e+01,4.868058395385742188e+01,4.834320831298828125e+01,4.800288009643554688e+01,4.765963363647460938e+01,4.731349563598632812e+01,4.696449279785156250e+01,4.661264419555664062e+01,4.625797653198242188e+01,4.590050125122070312e+01,4.554023361206054688e+01,4.517717742919921875e+01,4.481133651733398438e+01,4.444270706176757812e+01,4.407127761840820312e+01,4.369702148437500000e+01,4.331990814208984375e+01,4.293990707397460938e+01,4.255695724487304688e+01,4.217100524902343750e+01,4.178197479248046875e+01,4.138977813720703125e+01,4.099432373046875000e+01,4.059549713134765625e+01,4.019316864013671875e+01,3.978720855712890625e+01,3.937745285034179688e+01,3.896373748779296875e+01,3.854588317871093750e+01,3.812368392944335938e+01,3.769692611694335938e+01,3.726538085937500000e+01,3.682880020141601562e+01,3.638691329956054688e+01,3.593944549560546875e+01,3.548609161376953125e+01,3.502652359008789062e+01,3.456040573120117188e+01,3.408736419677734375e+01,3.360700607299804688e+01,3.311891555786132812e+01,3.262264251708984375e+01,3.211769485473632812e+01,3.160354995727539062e+01,3.107964324951171875e+01,3.054535102844238281e+01,3.000000000000000000e+01
5.000000000000000000e+01,4.967472076416015625e+01,4.934637069702148438e+01,4.901498413085937500e+01,4.868058776855468750e+01,4.834321212768554688e+01,4.800288391113281250e+01,4.765963745117187500e+01,4.731349563598632812e+01,4.696448898315429688e+01,4.661263656616210938e+01,4.625796127319335938e+01,4.590048217773437500e+01,4.554020690917968750e+01,4.517714691162109375e+01,4.481129837036132812e+01,4.444266128540039062e+01,4.407122421264648438e+01,4.369696044921875000e+01,4.331984329223632812e+01,4.293983078002929688e+01,4.255688095092773438e+01,4.217092132568359375e+01,4.178188705444335938e+01,4.138969039916992188e+01,4.099423599243164062e+01,4.059540557861328125e+01,4.019308090209960938e+01,3.978712081909179688e+01,3.937736892700195312e+01,3.896366119384765625e+01,3.854580688476562500e+01,3.812361526489257812e+01,3.769686126708984375e+01,3.726532363891601562e+01,3.682874679565429688e+01,3.638686752319335938e+01,3.593940353393554688e+01,3.548605346679687500e+01,3.502649307250976562e+01,3.456037521362304688e+01,3.408733749389648438e+01,3.360698699951171875e+01,3.311890029907226562e+01,3.262262725830078125e+01,3.211768341064453125e+01,3.160354232788085938e+01,3.107963562011718750e+01,3.054534721374511719e+01,3.000000000000000000e+01
5.000000000000000000e+01,4.967472839355468750e+01,4.934638595581054688e+01,4.901500320434570312e+01,4.868061447143554688e+01,4.834324264526367188e+01,4.800292205810546875e+01,4.765967941284179688e+01,4.731354141235351562e+01,4.696453475952148438e+01,4.661268234252929688e+01,4.625800704956054688e+01,4.590052413940429688e+01,4.554024887084960938e+01,4.517718124389648438e+01,4.481133270263671875e+01,4.444269180297851562e+01,4.407124710083007812e+01,4.369697952270507812e+01,4.331985855102539062e+01,4.293984603881835938e+01,4.255688858032226562e+01,4.217092895507812500e+01,4.178189468383789062e+01,4.138969802856445312e+01,4.099423980712890625e+01,4.059541320800781250e+01,4.019308853149414062e+01,3.978712844848632812e+01,3.937738037109375000e+01,3.896367263793945312e+01,3.854582595825195312e+01,3.812363433837890625e+01,3.769688796997070312e+01,3.726535034179687500e+01,3.682877731323242188e+01,3.638690185546875000e+01,3.593943786621093750e+01,3.548608779907226562e+01,3.502652740478515625e+01,3.456040954589843750e+01,3.408737182617187500e+01,3.360701751708984375e+01,3.311892700195312500e+01,3.262265014648437500e+01,3.211770248413085938e+01,3.160355567932128906e+01,3.107964706420898438e+01,3.054535293579101562e+01,3.000000000000000000e+01
