,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,70.0
1,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,74.6912841796875,74.56916046142578,74.37457275390625,74.1562728881836,73.91110229492188,73.74287414550781,73.54520416259766,73.3301773071289,73.10491180419922,72.8737564086914,72.63896942138672,72.42871856689453,72.24217224121094,72.07733154296875,71.93082427978516,71.79411315917969,71.66905212402344,71.55402374267578,71.44699096679688,71.34647369384766,71.25132751464844,71.16065979003906,71.07390594482422,70.99065399169922,70.91070556640625,70.83393859863281,70.76038360595703,70.69007873535156,70.62307739257812,70.5595474243164,70.49950408935547,70.44312286376953,70.39036560058594,70.34132385253906,70.29591369628906,70.25411987304688,70.21576690673828,70.18070983886719,70.14868927001953,70.11942291259766,70.092529296875,70.0676498413086,70.04427337646484,70.02188110351562,70.0
2,-999.989990234375,-999.989990234375,-999.989990234375,-999.989990234375,74.87760162353516,74.74574279785156,74.5730972290039,74.3670883178711,74.12296295166016,73.9389419555664,73.7447738647461,73.53468322753906,73.31237030029297,73.0825424194336,72.84893035888672,72.613525390625,72.40419006347656,72.21971130371094,72.05764770507812,71.9141616821289,71.78014373779297,71.65750885009766,71.54448699951172,71.4390640258789,71.33976745605469,71.24545288085938,71.15536499023438,71.06891632080078,70.98582458496094,70.90589141845703,70.82907104492188,70.75538635253906,70.68495178222656,70.61782836914062,70.55419158935547,70.49408721923828,70.43768310546875,70.3849868774414,70.33601379394531,70.2907943725586,70.24919891357422,70.21113586425781,70.17647552490234,70.14491271972656,70.11613464355469,70.08984375,70.06554412841797,70.04283142089844,70.02115631103516,70.0
3,-999.989990234375,-999.989990234375,-999.989990234375,75.07247161865234,74.94215393066406,74.77290344238281,74.57588958740234,74.33799743652344,74.15140533447266,73.94952392578125,73.73484802246094,73.50846099853516,73.27391815185547,73.03568267822266,72.79743957519531,72.5610580444336,72.35396575927734,72.1740951538086,72.01798248291016,71.8808822631836,71.75249481201172,71.63477325439453,71.52583312988281,71.42362213134766,71.32666778564453,71.23397827148438,71.14494323730469,71.05909729003906,70.97622680664062,70.89630889892578,70.8193130493164,70.7453842163086,70.6746826171875,70.60731506347656,70.54344177246094,70.48322296142578,70.4267349243164,70.37410736083984,70.32530975341797,70.28040313720703,70.23926544189453,70.20183563232422,70.16792297363281,70.1372299194336,70.10948181152344,70.08434295654297,70.06130981445312,70.03995513916016,70.01972198486328,70.0
4,-999.989990234375,-999.989990234375,75.2535171508789,75.13593292236328,74.97798919677734,74.78974151611328,74.5603256225586,74.37350463867188,74.16781616210938,73.94522857666016,73.70880126953125,73.46231842041016,73.21095275878906,72.96043395996094,72.71548461914062,72.47833251953125,72.27568054199219,72.10392761230469,71.95787811279297,71.83123016357422,71.71175384521484,71.6016845703125,71.49893188476562,71.40141296386719,71.30784606933594,71.21746063232422,71.12979125976562,71.044677734375,70.9620361328125,70.88200378417969,70.80469512939453,70.7303466796875,70.6591796875,70.59136199951172,70.5271224975586,70.46666717529297,70.41007995605469,70.3575210571289,70.30902099609375,70.26455688476562,70.22412109375,70.18758392333984,70.15479278564453,70.12545776367188,70.09931182861328,70.07592010498047,70.05485534667969,70.03558349609375,70.01748657226562,70.0
5,-999.989990234375,75.39140319824219,75.30471801757812,75.17267608642578,75.00350189208984,74.78902435302734,74.60595703125,74.40061950683594,74.17353057861328,73.92694854736328,73.664794921875,73.39285278320312,73.1187515258789,72.85104370117188,72.59703063964844,72.36005401611328,72.16558074951172,72.00724792480469,71.87690734863281,71.76583099365234,71.6591796875,71.5597152709961,71.4651870727539,71.37373352050781,71.28437805175781,71.19670104980469,71.11054992675781,71.0261001586914,70.94351196289062,70.86309814453125,70.78520965576172,70.71013641357422,70.63825225830078,70.56978607177734,70.50503540039062,70.4441909790039,70.38746643066406,70.3349838256836,70.28678131103516,70.242919921875,70.20339965820312,70.1680679321289,70.13680267333984,70.10933685302734,70.08531951904297,70.0643539428711,70.04592895507812,70.02951049804688,70.014404296875,70.0
6,-999.989990234375,75.41215515136719,75.3348159790039,75.2025146484375,75.0161361694336,74.8445053100586,74.64667510986328,74.42195129394531,74.17100524902344,73.896240234375,73.60234832763672,73.29708099365234,72.99149322509766,72.6991195678711,72.4326400756836,72.19808197021484,72.01836395263672,71.88178253173828,71.77511596679688,71.68621826171875,71.59697723388672,71.51113891601562,71.4267578125,71.34243774414062,71.25775146484375,71.17279815673828,71.08799743652344,71.00384521484375,70.9208755493164,70.83966064453125,70.7607650756836,70.68461608886719,70.6116714477539,70.54230499267578,70.47677612304688,70.4154281616211,70.3584213256836,70.30598449707031,70.2581558227539,70.21507263183594,70.17666625976562,70.14287567138672,70.113525390625,70.08840942382812,70.06713104248047,70.0492935180664,70.03430938720703,70.02159881591797,70.01042175292969,70.0
7,-999.989990234375,75.4443588256836,75.36958312988281,75.22888946533203,75.07940673828125,74.89911651611328,74.68683624267578,74.44184875488281,74.16438293457031,73.85641479492188,73.52278137207031,73.17279052734375,72.82193756103516,72.49208068847656,72.20702362060547,71.9798812866211,71.82696533203125,71.72553253173828,71.65394592285156,71.5955581665039,71.52876281738281,71.45946502685547,71.38665008544922,71.3099136352539,71.22972106933594,71.14704132080078,71.06290435791016,70.97837829589844,70.89437103271484,70.81175994873047,70.73126220703125,70.6535415649414,70.5791015625,70.50843811035156,70.44189453125,70.37979888916016,70.32241821289062,70.26997375488281,70.22260284423828,70.18036651611328,70.14331817626953,70.11135864257812,70.08439636230469,70.0621566772461,70.04431915283203,70.03034210205078,70.01969146728516,70.01161193847656,70.00535583496094,70.0
8,-999.989990234375,75.490234375,75.41334533691406,75.2978286743164,75.14654541015625,74.95844268798828,74.7322006225586,74.46639251708984,74.16010284423828,73.81371307373047,73.43058013916016,73.01998901367188,72.60163879394531,72.21028900146484,71.8935546875,71.68573760986328,71.5828628540039,71.53850555419922,71.51788330078125,71.4998550415039,71.46040344238281,71.40971374511719,71.34883117675781,71.2790756225586,71.20238494873047,71.12081146240234,71.03618621826172,70.9501724243164,70.8641586303711,70.77925109863281,70.69644927978516,70.61649322509766,70.54007720947266,70.46769714355469,70.3998031616211,70.33673095703125,70.2788314819336,70.22628021240234,70.17933654785156,70.1380615234375,70.1025619506836,70.0727767944336,70.04862213134766,70.02989196777344,70.01615142822266,70.0069351196289,70.00157165527344,69.99927520751953,69.99909210205078,70.0
9,-999.989990234375,75.55648803710938,75.486572265625,75.375732421875,75.22341918945312,75.02861022949219,74.78946685791016,74.50342559814453,74.16748046875,73.77877807617188,73.33626556396484,72.8447265625,72.32347106933594,71.82264709472656,71.43994140625,71.28424835205078,71.27876281738281,71.32674407958984,71.37741088867188,71.40956115722656,71.4006118774414,71.36852264404297,71.31807708740234,71.25330352783203,71.17800903320312,71.09549713134766,71.00859069824219,70.91951751708984,70.83013916015625,70.74183654785156,70.65580749511719,70.5728988647461,70.49390411376953,70.41934967041016,70.34971618652344,70.2854232788086,70.22676086425781,70.17405700683594,70.12748718261719,70.0872802734375,70.05350494384766,70.0262222290039,70.00531768798828,69.99064636230469,69.98182678222656,69.97832489013672,69.97938537597656,69.98412322998047,69.99141693115234,70.0
